Date,Ticker,Open,High,Low,Close,Volume
2012-05-18,META,41.7225914909732,44.649623095333,37.7041261693923,37.9323348999023,573576400
2012-05-21,META,36.245564076961,36.3745529135857,32.7430510404943,33.7650299072266,168192700
2012-05-22,META,32.3560877038746,33.328456625827,30.6990908341201,30.7586231231689,101786600
2012-05-23,META,31.1257454186898,32.2469460964203,31.1158230543297,31.7508392333984,73600000
2012-05-24,META,32.6934367749491,32.9514106289649,31.5226244994278,32.7728118896484,50237200
2012-05-25,META,32.6438303415612,32.6934402666711,30.8677670136689,31.6615371704102,37149800
2012-05-29,META,31.2348836664356,31.443249506485,28.4269192547976,28.6154403686523,78063400
2012-05-30,META,28.4765320334901,29.3199121078204,27.6430724300955,27.9705028533936,57267900
2012-05-31,META,28.3276948694701,29.4389748300724,26.6210883186316,29.3695201873779,111639200
2012-06-01,META,28.665051886742,28.9230276641362,27.1767314042736,27.5041618347168,41855500
2012-06-04,META,26.9882131862897,27.4347082123052,26.2341305530775,26.6905479431152,35230300
2012-06-05,META,26.4921049016224,27.5438508284011,25.5495011881668,25.6685676574707,42473400
2012-06-06,META,25.8670061942091,26.9584414460001,25.3212895145622,26.6012439727783,61489200
2012-06-07,META,26.7897666792784,27.1370418110278,25.9463847571721,26.1051387786865,26159500
2012-06-08,META,26.3432717570167,27.5438512624697,26.2341295419736,26.8889904022217,38034000
2012-06-11,META,26.9683666385837,27.8514361595059,26.6310138545803,26.799690246582,28219600
2012-06-12,META,27.2660320649815,27.5537749468359,26.750080485965,27.1866550445557,15816800
2012-06-13,META,27.4446256284834,27.8812001042665,26.888986590894,27.0576629638672,17102800
2012-06-14,META,27.4347070144079,28.0994902348907,27.1668088749975,28.0697250366211,16855000
2012-06-15,META,28.2880141426729,29.8656341511671,28.1292600946166,29.7763347625732,43563800
2012-06-18,META,29.7267195437589,31.8302151714442,29.1810028024706,31.1654300689697,42978900
2012-06-19,META,31.2944191826038,31.9294353079968,30.4609595717769,31.6615371704102,30849000
2012-06-20,META,31.6714566266909,31.6813789893015,30.9074517381475,31.3539485931396,15553600
2012-06-21,META,31.4234046828094,32.2469418923606,31.2646506587391,31.5920810699463,21875300
2012-06-22,META,32.1576399002216,33.189542865198,31.8103666836402,32.7926559448242,74834000
2012-06-25,META,32.6041435272836,32.7628975714854,31.304342188197,31.8103733062744,24352900
2012-06-26,META,32.4354586899135,33.1796188318341,32.2469394832249,32.8422660827637,24858700
2012-06-27,META,32.2072487930715,32.6438251485745,31.6516097717438,31.979040145874,28568000
2012-06-28,META,31.7111485367428,31.9393572306155,30.6594025581362,31.1158218383789,17713300
2012-06-29,META,31.6714582498447,31.7409128991815,30.5204906229861,30.8578433990479,19526900
2012-07-02,META,31.0066786180209,31.4829407473943,30.3121282599782,30.5304164886475,14122000
2012-07-03,META,30.6693227251802,31.1951966230625,30.5601786217997,30.9570655822754,8763600
2012-07-05,META,31.0761305685933,31.3837162637941,30.7784672367858,31.2249622344971,10032100
2012-07-06,META,31.1951977911077,31.6516151632483,31.0165990307058,31.4829387664795,10945600
2012-07-09,META,31.850055238076,32.6239844245395,31.740913028316,31.9195098876953,17785200
2012-07-10,META,32.1774883027763,32.2270982272451,30.9173765392963,31.2249622344971,14269500
2012-07-11,META,31.234884306405,31.3142613203127,30.3121253369167,30.7288551330566,13030300
2012-07-12,META,30.4609604746742,31.1555089092856,30.3617387290162,30.5701026916504,11300700
2012-07-13,META,30.7983086381216,30.8280738325901,30.322044709158,30.4807987213135,8108300
