Date,Ticker,Open,High,Low,Close,Volume
2004-08-19,GOOG,2.47038251301379,2.57068003329929,2.37057993937216,2.47878265380859,897427216
2004-08-20,GOOG,2.49533364804058,2.69469380177958,2.48273509239258,2.67567205429077,458857488
2004-08-23,GOOG,2.73594894125792,2.80339032266055,2.69395273391453,2.70259881019592,366857939
2004-08-24,GOOG,2.74805358949703,2.75694654742598,2.55857512847064,2.59069037437439,306396159
2004-08-25,GOOG,2.59291355593099,2.66801396284323,2.56623349670478,2.6186056137085,184645512
2004-08-26,GOOG,2.59266638783665,2.66677808245401,2.58550231332323,2.66579008102417,142572401
2004-08-27,GOOG,2.67048363317235,2.68333001631106,2.61094744367687,2.62231111526489,124826132
2004-08-30,GOOG,2.600818227822,2.60600677195926,2.52003741264343,2.52003741264343,104429967
2004-08-31,GOOG,2.52720177991674,2.56203367572436,2.52374306571679,2.5289306640625,98825037
2004-09-01,GOOG,2.53708312063445,2.54375319498023,2.46223053704171,2.47655892372131,183633734
2004-09-02,GOOG,2.45037259006603,2.52893076174905,2.44419628068795,2.50768518447876,303810504
2004-09-03,GOOG,2.49385174117551,2.51336748828698,2.45358418105715,2.47062921524048,103538639
2004-09-07,GOOG,2.49533340695069,2.51979057893984,2.46074839336006,2.50941467285156,117506800
2004-09-08,GOOG,2.48866297997431,2.54523563244665,2.48273473562124,2.52720165252686,100186120
2004-09-09,GOOG,2.53288361246816,2.53733009237856,2.49508699612828,2.52744913101196,81620792
2004-09-10,GOOG,2.50990891505302,2.63244001355107,2.50249772176046,2.60205435752869,174804764
2004-09-13,GOOG,2.63416864760303,2.6781415659766,2.6299690506286,2.65566110610962,157628624
2004-09-14,GOOG,2.65442650533168,2.76682881663688,2.6381214069464,2.754230260849,217608605
2004-09-15,GOOG,2.73125575715426,2.82191848770802,2.72236185227925,2.76682877540588,215279909
2004-09-16,GOOG,2.77522721905251,2.86070233494713,2.75818218712969,2.81549453735352,186207345
2004-09-17,GOOG,2.8266116608386,2.90245294570923,2.80511920179655,2.90245294570923,190350817
2004-09-20,GOOG,2.88911273815532,3.00398552370181,2.88466625869782,2.94864892959595,213585582
2004-09-21,GOOG,2.9597657156216,2.97483498417369,2.90294711942115,2.91109919548035,145262446
2004-09-22,GOOG,2.9002296047313,2.95630708316627,2.88565410001961,2.92443871498108,152344894
2004-09-23,GOOG,2.93580325543767,3.02943045521358,2.89084138955956,2.98471665382385,171524515
2004-09-24,GOOG,2.9876801404422,3.06574430749157,2.95853055343561,2.96025943756104,183336625
2004-09-27,GOOG,2.95358899424379,2.98619823984335,2.91011102484512,2.92147469520569,141994242
2004-09-28,GOOG,2.99657434645891,3.1472670210854,2.9696474071869,3.13392758369446,340190355
2004-09-29,GOOG,3.12997530419505,3.33551081771054,3.11836451375226,3.23817801475525,613229953
2004-09-30,GOOG,3.20902700299039,3.26831630728212,3.18679342520208,3.20161581039429,276468402
2004-10-01,GOOG,3.23126035215359,3.31624171215929,3.18432272010517,3.27523350715637,303934969
2004-10-04,GOOG,3.34119352022569,3.38121302204261,3.3110540339254,3.33649897575378,261693228
2004-10-05,GOOG,3.326617481632,3.42222044356385,3.26683417897031,3.41826796531677,300887589
2004-10-06,GOOG,3.39801148926203,3.4202448307105,3.359720879059,3.38640069961548,268900140
2004-10-07,GOOG,3.38244814531511,3.45557088634036,3.37330712281528,3.43012571334839,283643194
2004-10-08,GOOG,3.42691512458056,3.45063046796968,3.38491797234406,3.40245795249939,222442656
2004-10-11,GOOG,3.38442393114487,3.4303737977142,3.30660688265414,3.34143972396851,210437827
2004-10-12,GOOG,3.32118225475925,3.39949330641654,3.29549019870334,3.39430594444275,234419380
2004-10-13,GOOG,3.54055247116755,3.5462350167474,3.4605127643522,3.48076939582825,397203256
2004-10-14,GOOG,3.48348668815389,3.51733081997138,3.4229627352104,3.50794291496277,209835578
2004-10-15,GOOG,3.58032570602411,3.59440720875736,3.50670801552941,3.56006813049316,265150137
2004-10-18,GOOG,3.53758742504316,3.68581032419526,3.48842691055993,3.68482255935669,282061287
2004-10-19,GOOG,3.71792633232764,3.76486396873479,3.64010927560741,3.65468454360962,363918964
2004-10-20,GOOG,3.65690706612163,3.6806233568259,3.44865396036699,3.4706404209137,456613107
2004-10-21,GOOG,3.56723198938294,3.70878481676938,3.49855572881627,3.69025707244873,585767401
2004-10-22,GOOG,4.21299118151928,4.45088907956469,4.05340410836307,4.25968170166016,1481207196
2004-10-25,GOOG,4.35775503951736,4.80316537823219,4.26264488610824,4.62949705123901,1315480331
2004-10-26,GOOG,4.60331201597047,4.75894614310748,4.44668941433665,4.49115657806396,895628499
2004-10-27,GOOG,4.51388328178146,4.68186905963121,4.4904148195684,4.59417104721069,536262538
2004-10-28,GOOG,4.6117099507951,4.80217618403101,4.58503013007015,4.77524948120117,596097978
2004-10-29,GOOG,4.91334390255354,4.93952996067372,4.70854950855212,4.70953798294067,849672890
2004-11-01,GOOG,4.78142587231957,4.88320515009419,4.72510127987511,4.84269094467163,490828877
2004-11-02,GOOG,4.91062685092049,4.92223740392344,4.77623832983496,4.81403493881226,455553149
2004-11-03,GOOG,4.89580540323707,4.98029206841081,4.71225562121883,4.73498296737671,557630330
2004-11-04,GOOG,4.65518963357854,4.70360927365182,4.52944717162203,4.56279706954956,578544429
2004-11-05,GOOG,4.49560208196256,4.50350703807923,4.16382992919685,4.18359231948853,796297573
2004-11-08,GOOG,4.2226262175194,4.33404053209749,4.18482818377685,4.26264524459839,449349985
2004-11-09,GOOG,4.3009367914721,4.32811085145656,4.08280177340762,4.16753625869751,444226854
2004-11-10,GOOG,4.21620167999287,4.26190371634011,4.10898722167627,4.14678382873535,427355853
2004-11-11,GOOG,4.17815871828254,4.53932833935752,4.13962004123415,4.52129459381104,601666773
2004-11-12,GOOG,4.57589013033965,4.68878619147217,4.38245895381022,4.49609613418579,672354740
2004-11-15,GOOG,4.45780562821179,4.65222482089224,4.41580965616282,4.56699657440186,477844390
2004-11-16,GOOG,4.3849288540876,4.43359537055949,4.22015491388227,4.26239776611328,839832142
2004-11-17,GOOG,4.17544133794269,4.38492933937235,4.17494710072618,4.26141023635864,728034662
2004-11-18,GOOG,4.20681444604009,4.30884155331933,4.09416525950929,4.13887929916382,667677273
2004-11-19,GOOG,4.17741661154406,4.19915642637623,4.11368082451457,4.18482780456543,352086780
2004-11-22,GOOG,4.06303785462159,4.18729756823064,3.98497393643358,4.07860088348389,496582362
2004-11-23,GOOG,4.14950160776358,4.22015481850298,4.11318676456971,4.13838481903076,498393124
2004-11-24,GOOG,4.31872248064615,4.37776466852217,4.26165724147381,4.31724071502686,613531078
2004-11-26,GOOG,4.34293268747988,4.44742955329409,4.33107477976667,4.43161916732788,260175560
2004-11-29,GOOG,4.45558189730859,4.51956456087164,4.38517556974849,4.47262763977051,428263241
2004-11-30,GOOG,4.46422776874446,4.52079970430379,4.45286409981203,4.49560165405273,309154460
2004-12-01,GOOG,4.49486140313439,4.5084479591121,4.43557233463404,4.44570112228394,315743063
2004-12-02,GOOG,4.44421832326731,4.48399188509389,4.41086842626104,4.43186712265015,251374696
2004-12-03,GOOG,4.44545430906441,4.4728747765036,4.38739965018773,4.45657062530518,235647968
2004-12-06,GOOG,4.42519667224258,4.46398223345677,4.34836761507137,4.35503768920898,251097661
2004-12-07,GOOG,4.34787283152149,4.35281473011798,4.21323742798376,4.23497676849365,275866153
